change_type,kind,owner_official,descriptor,official_name,intermediary_name,named_name,source,category,confidence,evidence,notes,old_named_name,old_intermediary_name,old_source
added,method,com/corrodinggames/rts/game/units/e/c,(F)Z,c,method_Obf_e_c_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/e/f,(F)Z,c,method_Obf_e_f_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/e/d,(F)Z,c,method_Obf_e_d_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/e/b,(F)Z,c,method_Obf_e_b_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/c/a,(F)Z,c,method_Obf_c_a_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/b/f,(F)Z,c,method_HelicopterUnit_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/b/c,(F)Z,c,method_AmphibiousJetUnit_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/d,(F)Z,c,method_BuildingUnitBase_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/r,(F)Z,c,method_Obf_d_r_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/i,(F)Z,c,method_Obf_d_i_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/q,(F)Z,c,method_Obf_d_q_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/p,(F)Z,c,method_Obf_d_p_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/g,(F)Z,c,method_Obf_d_g_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/c,(F)Z,c,method_Obf_d_c_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/a/b,(F)Z,c,method_Obf_d_a_b_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/f,(F)Z,c,method_Projectile_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/l,(F)Z,c,method_l_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/w,(F)Z,f,method_GameObject_drawZoomedOutIconLayer,drawZoomedOutIconLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Render loop calls f(float) before c(float) when zoomed-out/icon pass is active; Unit base implementation draws getZoomedOutIconImage().,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/d/f,(F)Z,f,method_f_drawZoomedOutIconLayer,drawZoomedOutIconLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Render loop calls f(float) before c(float) when zoomed-out/icon pass is active; Unit base implementation draws getZoomedOutIconImage().,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/am,(F)Z,f,method_Unit_drawZoomedOutIconLayer,drawZoomedOutIconLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Render loop calls f(float) before c(float) when zoomed-out/icon pass is active; Unit base implementation draws getZoomedOutIconImage().,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/custom/j,(F)Z,f,method_CustomUnit_drawZoomedOutIconLayer,drawZoomedOutIconLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Render loop calls f(float) before c(float) when zoomed-out/icon pass is active; Unit base implementation draws getZoomedOutIconImage().,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/f,(F)Z,f,method_Projectile_drawZoomedOutIconLayer,drawZoomedOutIconLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Render loop calls f(float) before c(float) when zoomed-out/icon pass is active; Unit base implementation draws getZoomedOutIconImage().,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/l,(F)Z,f,method_l_drawZoomedOutIconLayer,drawZoomedOutIconLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Render loop calls f(float) before c(float) when zoomed-out/icon pass is active; Unit base implementation draws getZoomedOutIconImage().,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/w,(F)V,d,method_GameObject_drawPreMainLayer,drawPreMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes d(float) before main draw; CustomUnit implementation draws back image / underlay, so family name must be generic.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/d/f,(F)V,d,method_f_drawPreMainLayer,drawPreMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes d(float) before main draw; CustomUnit implementation draws back image / underlay, so family name must be generic.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/am,(F)V,d,method_Unit_drawPreMainLayer,drawPreMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes d(float) before main draw; CustomUnit implementation draws back image / underlay, so family name must be generic.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/y,(F)V,d,method_OrderableUnit_drawPreMainLayer,drawPreMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes d(float) before main draw; CustomUnit implementation draws back image / underlay, so family name must be generic.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/d,(F)V,d,method_BuildingUnitBase_drawPreMainLayer,drawPreMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes d(float) before main draw; CustomUnit implementation draws back image / underlay, so family name must be generic.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/f,(F)V,d,method_Projectile_drawPreMainLayer,drawPreMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes d(float) before main draw; CustomUnit implementation draws back image / underlay, so family name must be generic.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/l,(F)V,d,method_l_drawPreMainLayer,drawPreMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes d(float) before main draw; CustomUnit implementation draws back image / underlay, so family name must be generic.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/w,(F)V,e,method_GameObject_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/d/f,(F)V,e,method_f_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/am,(F)V,e,method_Unit_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/h/e,(F)V,e,method_AttackSubmarineUnit_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/h/d,(F)V,e,method_ScoutShipUnit_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/h/a,(F)V,e,method_Obf_h_a_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/e/e,(F)V,e,method_Obf_e_e_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/e/c,(F)V,e,method_Obf_e_c_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/e/f,(F)V,e,method_Obf_e_f_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/e/d,(F)V,e,method_Obf_e_d_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/e/a,(F)V,e,method_Obf_e_a_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/custom/j,(F)V,e,method_CustomUnit_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/b/c,(F)V,e,method_AmphibiousJetUnit_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/r,(F)V,e,method_Obf_d_r_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/q,(F)V,e,method_Obf_d_q_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/p,(F)V,e,method_Obf_d_p_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/e,(F)V,e,method_Obf_d_e_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/c,(F)V,e,method_Obf_d_c_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/a/b,(F)V,e,method_Obf_d_a_b_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/f,(F)V,e,method_Projectile_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/l,(F)V,e,method_l_drawHighlightLayer,drawHighlightLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes e(float) for selected/highlighted/top-layer units; Unit implementation draws selection/highlight rings.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/w,(FZ)V,a,method_GameObject_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/d/f,(FZ)V,a,method_f_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/am,(FZ)V,a,method_Unit_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/x,(FZ)V,a,method_SpecialAirUnitBase_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/f,(FZ)V,a,method_f_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/h/b,(FZ)V,a,method_Obf_h_b_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/h,(FZ)V,a,method_Obf_h_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/g,(FZ)V,a,method_Obf_g_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/e/b,(FZ)V,a,method_Obf_e_b_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/custom/j,(FZ)V,a,method_CustomUnit_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/r,(FZ)V,a,method_Obf_d_r_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/f,(FZ)V,a,method_Projectile_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/l,(FZ)V,a,method_l_drawStatusOverlayLayer,drawStatusOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes a(float,boolean) after world draw with low/high zoom flag; Unit implementation draws hp/status/order overlays.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/w,(F)V,p,method_GameObject_drawPostOverlayLayer,drawPostOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes p(float) after drawStatusOverlayLayer; CustomUnit uses it for render behavior overlay callbacks.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/am,(F)V,p,method_Unit_drawPostOverlayLayer,drawPostOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes p(float) after drawStatusOverlayLayer; CustomUnit uses it for render behavior overlay callbacks.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/w,(Lcom/corrodinggames/rts/gameFramework/l;)Z,a,method_GameObject_isVisibleInCamera,isVisibleInCamera,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Visibility/camera predicate family; Projectile was previously mapped and GameObject base returns true.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/gameFramework/d/f,(Lcom/corrodinggames/rts/gameFramework/l;)Z,a,method_f_isVisibleInCamera,isVisibleInCamera,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Visibility/camera predicate family; Projectile was previously mapped and GameObject base returns true.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/am,(Lcom/corrodinggames/rts/gameFramework/l;)Z,a,method_Unit_isVisibleInCamera,isVisibleInCamera,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Visibility/camera predicate family; Projectile was previously mapped and GameObject base returns true.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/f,(Lcom/corrodinggames/rts/gameFramework/l;)Z,a,method_f_isVisibleInCamera,isVisibleInCamera,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Visibility/camera predicate family; Projectile was previously mapped and GameObject base returns true.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/custom/j,(Lcom/corrodinggames/rts/gameFramework/l;)Z,a,method_CustomUnit_isVisibleInCamera,isVisibleInCamera,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Visibility/camera predicate family; Projectile was previously mapped and GameObject base returns true.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/units/d/c,(Lcom/corrodinggames/rts/gameFramework/l;)Z,a,method_Obf_d_c_isVisibleInCamera,isVisibleInCamera,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Visibility/camera predicate family; Projectile was previously mapped and GameObject base returns true.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
added,method,com/corrodinggames/rts/game/l,(Lcom/corrodinggames/rts/gameFramework/l;)Z,a,method_l_isVisibleInCamera,isVisibleInCamera,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Visibility/camera predicate family; Projectile was previously mapped and GameObject base returns true.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,,,
