owner_official,kind,official_name,descriptor,expected_named_name,present,evidence
com/corrodinggames/rts/gameFramework/m/x,method,p,()V,flush,True,Flushes pending backend rendering work; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/x,method,q,()V,dispose,True,Disposes/destroys backend rendering resources; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/x,method,a,(Ljava/lang/String;Landroid/graphics/Paint;)I,getTextHeight,True,Measures text height with backend font metrics; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/x,method,b,(Ljava/lang/String;Landroid/graphics/Paint;)I,getTextWidth,True,Measures text width with backend font metrics; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/x,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Ljava/io/File;)V,saveImageToFile,True,Writes a GameImage/render target to file; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/x,method,a,(Ljava/util/concurrent/locks/Lock;)V,enterLock,True,Acquires an external render lock around backend work; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/x,method,b,(Ljava/util/concurrent/locks/Lock;)V,leaveLock,True,Releases an external render lock around backend work; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/x,method,s,()F,getUiScale,True,Returns backend UI scale used by Slick text scaling path; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;)Lcom/corrodinggames/rts/gameFramework/m/y;,createChildBackendForImage,True,Creates a graphics backend bound to a target GameImage; Slick bridge delegates to class-specific child backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,b,(Lcom/corrodinggames/rts/gameFramework/m/e;)Lcom/corrodinggames/rts/gameFramework/m/y;,createBackendForImage,True,Creates a graphics backend for a render target GameImage; Slick bridge delegates to class-specific backend factory; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,m,()I,getWidth,True,Returns target or screen width for the active graphics backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,n,()I,getHeight,True,Returns target or screen height for the active graphics backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(II)V,setSize,True,Stores backend target width and height; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;FFFLandroid/graphics/Paint;)V,drawImageRotated,True,"Slick implementation saves transform, rotates, draws image centered, then restores; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls"
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;FFFLandroid/graphics/Paint;)V,drawImageSectionRotated,True,Slick implementation rotates around destination and draws source Rect into scratch RectF; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawImage,True,Draws a source Rect to a destination Rect via RectF conversion; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/RectF;Landroid/graphics/Paint;)V,drawImage,True,Draws a source Rect to a destination RectF; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,b,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawImageDirect,True,Alternate direct Rect-to-Rect draw path in Canvas/Slick implementations; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;FFLandroid/graphics/Paint;)V,drawImageCentered,True,Slick implementation offsets x/y by GameImage center fields before raw draw; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;FFLandroid/graphics/Paint;FF)V,drawImageTransformed,True,Draws image at x/y with explicit scale/pivot style float arguments; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,b,(Lcom/corrodinggames/rts/gameFramework/m/e;FFLandroid/graphics/Paint;)V,drawImageRaw,True,Raw x/y image draw without center offset; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawTiledImage,True,Draws/tessellates image into a Rect destination; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/Paint;IIII)V,drawTiledImage,True,Draws/tessellates image into a Rect with explicit tile offsets/margins; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/RectF;Landroid/graphics/Paint;FFII)V,drawTiledImage,True,Draws/tessellates image into a RectF with explicit tile offsets/margins; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawRect,True,Draws Android Rect through backend paint state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,b,(Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawRectDirect,True,Direct Rect draw variant after public RectF/text helpers; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Landroid/graphics/RectF;Landroid/graphics/Paint;)V,drawRect,True,Draws Android RectF through backend paint state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,c,(Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawRectFromSize,True,Canvas/Slick method builds a RectF/area from Rect fields and fills/strokes it; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,b,(I)V,drawColor,True,Draws/clears with packed ARGB color; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(ILandroid/graphics/PorterDuff$Mode;)V,drawColor,True,Draws/clears with packed ARGB color and PorterDuff mode; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Ljava/lang/String;FFLandroid/graphics/Paint;Landroid/graphics/Paint;F)V,drawTextWithBackground,True,"Slick implementation measures text, draws padded background RectF, then draws text; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls"
com/corrodinggames/rts/gameFramework/m/z,method,a,(Ljava/lang/String;FFLandroid/graphics/Paint;)V,drawText,True,Slick implementation applies UI-scale font path and calls Slick font drawString; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Landroid/graphics/Rect;)V,setClipRect,True,Stores/applies rectangular clip state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Landroid/graphics/RectF;)V,setClipRect,True,Stores/applies RectF clip state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(FFFLandroid/graphics/Paint;)V,drawCircle,True,Draws circle through backend paint state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,b,(FFFLandroid/graphics/Paint;)V,drawCircleDirect,True,Direct circle helper; Slick path uses GL/line strip for stroke/fill variants; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,([FIILandroid/graphics/Paint;)V,drawLines,True,Draws packed float line/point coordinates through backend paint state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(FFFFLandroid/graphics/Paint;)V,drawLine,True,Draws a single line from x1/y1 to x2/y2; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,g,()V,beginFrame,True,Frame begin hook for graphics backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,h,()V,endFrame,True,Frame end hook resets/rebinds graphics state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,i,()V,save,True,General save stack method in backend interface; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,j,()V,restore,True,General restore stack method in backend interface; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,k,()V,saveTransform,True,Slick method pushes transform state before rotate/scale/clip operations; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,l,()V,restoreTransform,True,Slick method pops transform state after rotated/scaled draw; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(FFF)V,rotate,True,Applies rotation degrees around x/y pivot; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(FF)V,scale,True,Applies x/y scale to current transform state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(FFFF)V,scaleAround,True,Applies x/y scale around a pivot point; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,b,(FF)V,translate,True,Applies x/y translation to current transform state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/m;)V,runDrawTimeCallback,True,Runs a draw-time callback against the active graphics backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,o,()V,clearAlphaMap,True,Clears/reset alpha map state; Slick implementation is a render backend no-op hook; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Landroid/graphics/Paint;)V,prepareFontForPaint,True,Prepares backend font/paint state for text measurement/drawing; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,p,()V,flush,True,Flushes pending backend rendering work; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,q,()V,dispose,True,Disposes/destroys backend rendering resources; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Ljava/lang/String;Landroid/graphics/Paint;)I,getTextHeight,True,Measures text height with backend font metrics; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,b,(Ljava/lang/String;Landroid/graphics/Paint;)I,getTextWidth,True,Measures text width with backend font metrics; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Ljava/io/File;)V,saveImageToFile,True,Writes a GameImage/render target to file; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,a,(Ljava/util/concurrent/locks/Lock;)V,enterLock,True,Acquires an external render lock around backend work; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,b,(Ljava/util/concurrent/locks/Lock;)V,leaveLock,True,Releases an external render lock around backend work; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/gameFramework/m/z,method,s,()F,getUiScale,True,Returns backend UI scale used by Slick text scaling path; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;)Lcom/corrodinggames/rts/gameFramework/m/y;,createChildBackendForImage,True,Creates a graphics backend bound to a target GameImage; Slick bridge delegates to class-specific child backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,b,(Lcom/corrodinggames/rts/gameFramework/m/e;)Lcom/corrodinggames/rts/gameFramework/m/y;,createBackendForImage,True,Creates a graphics backend for a render target GameImage; Slick bridge delegates to class-specific backend factory; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,m,()I,getWidth,True,Returns target or screen width for the active graphics backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,n,()I,getHeight,True,Returns target or screen height for the active graphics backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(II)V,setSize,True,Stores backend target width and height; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;FFFLandroid/graphics/Paint;)V,drawImageRotated,True,"Slick implementation saves transform, rotates, draws image centered, then restores; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls"
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;FFFLandroid/graphics/Paint;)V,drawImageSectionRotated,True,Slick implementation rotates around destination and draws source Rect into scratch RectF; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawImage,True,Draws a source Rect to a destination Rect via RectF conversion; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/RectF;Landroid/graphics/Paint;)V,drawImage,True,Draws a source Rect to a destination RectF; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,b,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawImageDirect,True,Alternate direct Rect-to-Rect draw path in Canvas/Slick implementations; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;FFLandroid/graphics/Paint;)V,drawImageCentered,True,Slick implementation offsets x/y by GameImage center fields before raw draw; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;FFLandroid/graphics/Paint;FF)V,drawImageTransformed,True,Draws image at x/y with explicit scale/pivot style float arguments; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,b,(Lcom/corrodinggames/rts/gameFramework/m/e;FFLandroid/graphics/Paint;)V,drawImageRaw,True,Raw x/y image draw without center offset; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawTiledImage,True,Draws/tessellates image into a Rect destination; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/Rect;Landroid/graphics/Paint;IIII)V,drawTiledImage,True,Draws/tessellates image into a Rect with explicit tile offsets/margins; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Landroid/graphics/RectF;Landroid/graphics/Paint;FFII)V,drawTiledImage,True,Draws/tessellates image into a RectF with explicit tile offsets/margins; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawRect,True,Draws Android Rect through backend paint state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,b,(Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawRectDirect,True,Direct Rect draw variant after public RectF/text helpers; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Landroid/graphics/RectF;Landroid/graphics/Paint;)V,drawRect,True,Draws Android RectF through backend paint state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,c,(Landroid/graphics/Rect;Landroid/graphics/Paint;)V,drawRectFromSize,True,Canvas/Slick method builds a RectF/area from Rect fields and fills/strokes it; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,b,(I)V,drawColor,True,Draws/clears with packed ARGB color; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(ILandroid/graphics/PorterDuff$Mode;)V,drawColor,True,Draws/clears with packed ARGB color and PorterDuff mode; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Ljava/lang/String;FFLandroid/graphics/Paint;Landroid/graphics/Paint;F)V,drawTextWithBackground,True,"Slick implementation measures text, draws padded background RectF, then draws text; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls"
com/corrodinggames/rts/java/e,method,a,(Ljava/lang/String;FFLandroid/graphics/Paint;)V,drawText,True,Slick implementation applies UI-scale font path and calls Slick font drawString; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Landroid/graphics/Rect;)V,setClipRect,True,Stores/applies rectangular clip state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Landroid/graphics/RectF;)V,setClipRect,True,Stores/applies RectF clip state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(FFFLandroid/graphics/Paint;)V,drawCircle,True,Draws circle through backend paint state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,b,(FFFLandroid/graphics/Paint;)V,drawCircleDirect,True,Direct circle helper; Slick path uses GL/line strip for stroke/fill variants; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,([FIILandroid/graphics/Paint;)V,drawLines,True,Draws packed float line/point coordinates through backend paint state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(FFFFLandroid/graphics/Paint;)V,drawLine,True,Draws a single line from x1/y1 to x2/y2; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,g,()V,beginFrame,True,Frame begin hook for graphics backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,h,()V,endFrame,True,Frame end hook resets/rebinds graphics state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,i,()V,save,True,General save stack method in backend interface; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,j,()V,restore,True,General restore stack method in backend interface; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,k,()V,saveTransform,True,Slick method pushes transform state before rotate/scale/clip operations; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,l,()V,restoreTransform,True,Slick method pops transform state after rotated/scaled draw; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(FFF)V,rotate,True,Applies rotation degrees around x/y pivot; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(FF)V,scale,True,Applies x/y scale to current transform state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(FFFF)V,scaleAround,True,Applies x/y scale around a pivot point; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
